ID,Code,TITRE/DOSSIER,CONTENU,ANA. DIPLOM.,ANNEE,PASSAGE GED,SORT FINAL
01307,1789/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°21/0051 DU19 FEVRIER 2021 + CONTRAT DE VENTE N°22/0518 DU 28 SEPTEMBRE 2022 +,"VENTE ,  PRODUIT PETROLIER ,  SONABHY ,  LITASCO, LITASCO MIDDLE EAST DMCC","(CONTRAT, AVENANT)","2021, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01308,1790/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°21/0041 DU 16 FEVRIER 2021 + CONTRAT N°22/0068 DU 10 FEVRIER 2022 + CONTRAT,"VENTE , PRODUIT PETROLIER , SONABHY , PLATINIUM SERVICES",(CONTRAT),"2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01309,1791/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT ,  PRODUIT PETROLIER ,  SONABHY ,  VENUZ",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01310,1792/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0273 DU 30 JUIN 2020 + AVENANT N°22/0549 DU 24 OCTOBRE 2022 + AVENANT N°23/0326 DU 21 JUIN 2023 + AVENANT N°24/0024 DU 15,"TRANSPORT ,  PRODUIT PETROLIER ,  SONABHY ,  KONATE KASSARI","(CONTRAT, AVENANT,  ,  )","2020, 2022, 2023, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01311,1793/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT ,  PRODUIT PETROLIER ,  SONABHY , ADEWALE BALOGUN INTERNATIONAL",(CONTRAT),2020,DOCESSEN,CONSERVATION DEFINITIVE
01312,1794/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0267 DU 21 SEPTEMBRE 2020 + AVENANT N°22/0022 DU 18 JANVIER 2022 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, CHEF TRANSPORT ET LOGISTIQUE, CTL","(CONTRAT, AVENANT)","2020, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01313,1795/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS,"VENTE, PRODUIT PETROLIER, SONABHY, SARHY",(CONTRAT),2020,DOCESSEN,CONSERVATION DEFINITIVE
01314,1796/CJ,JURIDICTION ET CONTENTIEUX : PRET ET VENTE DE PRODUITS PETROLIERS ; CONTRAT DE PRET N°21/0077 DU 30 MARS 2021 + CONTRAT DE VENTE N°21/0134 DU 21 JUIN 2021 + CONTRAT DE VENTE N°21/0315 DU 14 OCTOBRE 2021 + CONTRAT DE VENTE N°21/0376 DU 13 DECEMBRE 2021 + CONTRAT N°22/0327 DU 15 JUIN 2022 + AVENANT N°22/0419 DU 08 AOUT 2022 + CONTRAT DE VENTE N°23/0033 DU 18 JANVIER 2023 + CONTRAT ACHAT N°24/0212 DU 21 MAI 2024,"PRET, VENTE, PRODUIT PETROLIER, SONABHY, ZENER, SODIGAZ","(CONTRAT, AVENANT)","2021, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01315,1797/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, Z-TRADING",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01316,1798/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GENELOG, OUEDRAOGO KALIGUIA",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01317,1799/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°21/0091 DU 20 AVRIL 2021 + AVENANT N°21/0232 DU 10 AOUT 2021 + AVENANT N°21/0268 DU 09 SEPTEMBRE 2021 + AVENANT N°21/0301 DU 06 OCTOBRE 2021 + AVENANT N°22/0134 DU 23 MARS 2022 + AVENANT N°23/0467 DU 27 OCTOBRE 2023 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SANKARA FAYCAL","(CONTRAT, AVENANT)","2021, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01318,1800/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ILBOUDO DAOUDA, SIIC",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01319,1801/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°21/0110 DU 07 MAI 2021 + AVENANT N°21/0225 DU 04 AOUT 2021 + AVENANT N°22/0051,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZOUNGRANA MAMOUDOU PIERRE CELESTIN","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01320,1802/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BAMOGO RASMATA, SBDS",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01321,1803/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°21/0095 DU 30 AVRIL 2021 + AVENANT N°21/0247 DU 26 AOUT 2021 + AVENANT N°22/0132 DU 23 MARS 2022 + AVENANT N°23/0197 DU 28 MARS 2023 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, H20 SERVICES","(CONTRAT, AVENANT)","2021, 2022, 2023, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01322,1804/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°21/0118 DU 26 MAI 2021  + CONTRAT N°22/0031 DU 25 JANVIER 2022 + AVENANT N°22/0294 DU 06 JUIN 2022 + AVENANT N°22/0371 DU 04,"TRANSPORT, PRODUIT PETROLIER, SONABHY, AFRO SERVICES BURKINA","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01323,1805/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOGETRAF, NEBIE ADAMA","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01324,1806/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BLUE NILE",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01325,1807/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BALMA MOHAMED AMINE",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01326,1808/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS,"VENTE, PRODUIT PETROLIER, SONABHY, ASSO ENERGY",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01327,1809/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DIAKITE SOULEYMANE",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01328,1810/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SO TRANS COM",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01329,1811/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRAL, SOMDA SANOME ANSELME",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01330,1812/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUATTARA SABI",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01331,1813/CJ,JURIDICTION ET CONTENTIEUX : PASSAGE ET STOCKAGE DE,"PASSAGE, STOCKAGE, PRODUIT PETROLIER, SONABHY, DEPOTS PETROLIERS DU BENIN",(CONTRAT),"2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01332,1814/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENIOF",(CONTRAT),2020,DOCESSEN,CONSERVATION DEFINITIVE
01333,1815/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAPSOBA IDRISSA","(CONTRAT, AVENANT)","2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01334,1816/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COULIBALY DRAMANE",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01335,1817/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, IBRAHIM TRANSPORT ET COMMERCE GENERAL, ITCG",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01336,1818/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTREPRISE GALIAM","(CONTRAT, AVENANT)","2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01337,1819/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EKOCOM TP","(CONTRAT, AVENANT)","2021, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01338,1820/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, INNA TRANSPORT","(CONTRAT, AVENANT)","2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01339,1821/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NORD LOC, NOLO","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01340,1822/CJ,JURIDICTION ET CONTENTIEUX : PRESTATION DE SERVICES :CONTRAT DU 09 SEPTEMBRE 2021 : SONABHY ET GHANA LINK NETWORK SERVICES,"PRESTATION DE SERVICE, BALISE, CAMION CITERNE, SONABHY, GHANA LINK NETWORK SERVICES",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01341,1823/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAWADOGO IDRISSA",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01342,1824/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, S-NOMAEL","(CONTRAT, AVENANT)","2021, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01343,1825/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, VENTE, PRODUIT PETROLIER, SONABHY, SIGMA PLUS","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01344,1826/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZIE LOGISTICS","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01345,1827/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ISSA MULTI SERVICES","(CONTRAT, AVENANT)","2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01346,1828/CJ,JURIDICTION ET CONTENTIEUX : CONVENTION CADRE DE,"PARTENARIAT, METIER, ARTISANAT, SONABHY, CHAMBRE DES METIERS DE L'ARTISANAT DU BURKINA FASO, CMABF","(CONVENTION, CONTRAT)",2021,DOCESSEN,CONSERVATION DEFINITIVE
01347,1829/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANSPORT SANKARA OUMAROU, STSO, SANKARA RAGNOUGA OUMAROU",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01348,1830/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SN OUEDRAOGO TOUKOUMNOGO",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01349,1831/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01350,1832/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GTSF, SAWADOGO PIERRE NOBILA",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01351,1833/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANSPORT SOM NOMA","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01352,1834/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANSPORT SIDNOMWENDE, SOCITRANS",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01353,1835/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EBF LASS DISTRIBUTION",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01354,1836/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NIKIEMA HALIDOU",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01355,1837/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRAW-Y","(CONTRAT, AVENANT)","2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01356,1838/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO OUSSENI, BASAWASA","(CONTRAT, AVENANT)","2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01357,1839/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GREEN SERVICE FASO","(CONTRAT, AVENANT)","2021, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01358,1840/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GROUPE NIMBAT",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01359,1841/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCIETE GENERALE DU TRANSPORT","(CONTRAT, AVENANT)","2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01360,1842/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, FIRDAWS TRANSPORTS",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01361,1843/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MINERYA MULTI-SERVICES",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01362,1844/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOUAMBAA TRANSPORT ET LOCRISTIK",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01363,1845/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANSPORT AL MOUSTAPHA",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01364,1846/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MECHKOUR ABDEL KADER",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01365,1847/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, AGS, SANOU CATHERINE",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01366,1848/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, JJD TRANSPORT LOGISTIQUE",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01367,1849/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"PRESTATION DE SERVICE, SONABHY, TRAVAILLEUR TEMPORAIRE, BEL EMPLOI",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01368,1850/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, HYDRO ENERGIE TRANSPORT","(CONTRAT, AVENANT)",2022,DOCESSEN,CONSERVATION DEFINITIVE
01369,1851/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"ACHAT, VENTE, PRODUIT PETROLIER, SONABHY, SAGE DISTRIBUTION",(CONTRAT),"2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01370,1852/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"VENTE, COMPAGNIE OUEST AFRICAINE DE D'HYDROCARBURE, CODHY INTERNATIONAL, PRODUIT PETROLIER, SONABHY",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01371,1853/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUATTRANS","(CONTRAT, AVENANT)","2022, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01372,1854/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DIS.MA.COM",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01373,1855/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BUUM COMMERCE ET TRANSPORT","(CONTRAT, AVENANT)",2022,DOCESSEN,CONSERVATION DEFINITIVE
01374,1856/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAWADOGO TRADING LOGISTIQUE, SAT LOGISTIQUE",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01375,1857/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, THREE NONGO","(CONTRAT, AVENANT)","2022, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01376,1858/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, IDRISS BELEM INTERNATIONAL, TRAIBE","(CONTRAT, AVENANT)","2022, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01377,1859/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUATTARA SEYDOU","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01378,1860/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"VENTE, CESSION, PRODUIT PETROLIER, SONABHY, ALLIANCE PETROLIUM TRADER","(CONTRAT, AVENANT)","2022, 2023, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01379,1861/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, YROM TRANSPORT ET LOGISTIQUE",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01380,1862/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"VENTE, PRODUIT PETROLIER, SONABHY, ECO FUEL TRADING",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01381,1863/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EDRAF",(CONTRAT),2021,DOCESSEN,CONSERVATION DEFINITIVE
01382,1864/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO SALIFOU",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01383,1865/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, AS AMANDINE SERVICE","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01384,1866/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GENERATION VISION NOUVELLE",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01385,1867/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, PROCESSUS ACTIF DES ACTES, PROCESS AA","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01386,1868/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, LOUMBA TRANSPORT INTERNATIONAL",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01387,1869/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SO.D.IMEX",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01388,1870/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO MAHAMADI, OM INTERNATIONAL","(CONTRAT, AVENANT)",2022,DOCESSEN,CONSERVATION DEFINITIVE
01389,1871/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, RAHMA INTERNATIONAL",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01390,1872/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO MAHAMADI, SDMD","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01391,1873/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NASSOBA TRANSPORT","(CONTRAT, AVENANT)","2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
01392,1874/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, VBAZKO SUCCESS",(CONTRAT),2022,DOCESSEN,COSERVATION DEFINITIVE
01393,1875/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, PINGD-WENDE TRANSPO",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01394,1876/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUIT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ANDERS",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITINE
01395,1877/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT PRODUIT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, LAKA SERVICE",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01396,1878/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, HIKMA TRANSPORT LOGISTIQUE","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01397,1879/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MAMOUSS TRADE",(CONTRAT),2022,DOCESSEN,COSERVATION DEFINITIVE
01398,1880/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUWA BUSINESS CENTER","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
01399,1881/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUITS PETROLIERS, SONABHY, SOCIETE ACTION CONCERTEE","(CONTRAT, AVENANT)","2022, 2024",DOCESSEN,CONSERVATION DEFINITIVE
01400,1882/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUITS PETROLIERS, SONABHY, WENDLAMITA BUSINESS COMPAGNY, WLBC","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,COSERVATION DEFINITIVE
01401,1883/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TANSPORT, PRODUIT PETROLIER, SONABHY, BURKINDI DIVERS SERVICES ET LOGISTIQUES","(CONTRAT, AVENANT)",2022,DOCESSEN,CONSERVATION DEFINITIVE
01402,1884/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, RELI INTER","(CONTRAT, AVENANT)","2022, 2023",DOCESSEN,CONCERVATION DEFINITIVE
01403,18885/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUITS PETROLIER, SONABHY, SEYNI TRANSPORT HYDRO",(CONTRAT),2022,DOCESSEN,CONSERVATION DEFINITIVE
01404,1886/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, AKIM TRANSPORT ET FRERE",(CONTRAT),2022,DOCESSEN,CONSERVATION DIFINITIVE
