ID,Cote,Intitulé,Période début,Type,Quantité,Fonction,Code fonction,Mots-clés,Types de documents,Date ouverture,Date clôture,Système,Durée conservation,Sort final,Période fin,Observations
3281,0337/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2023-005,2023,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; CARTOUCHE; ENCRE; IMPRIMANTE; COPIEUR,OFFRE TECHNIQUE; OFFRE FINANCIERE; BORDEREAU,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3282,0338/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2020-08 PORTANT,2020,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; KIT; ASTREINTE; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE DE SOUMISSION,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3283,0628/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET 2020-001,2020,SERIE,04 DOSSIERS:04 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SOGECA; ACS; CCD; BEFACO; RECRUTEMENT; CABINET; PERSONNEL,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2024,25-03-2025,NON,10ANS,DESTRUCTION,,
3284,0629/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2020-007 PORTANT,2020,SERIE,01 DOSSIER:02 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ALTESSE BURKINA; FOURNITURE; PAPIER; LISTING,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2024,25-03-2025,NON,10ANS,DESTRUCTION,,
3285,0630/ABS,ACHAT DE BIENS ET SERVICES: MARCHE Nø2020/0001 DU 10-02-2020,2020,DOSSIER,63 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CAFE; RESTAURANT; PAUSE; RECRUTEMENT; ENTREPRISE,MARCHE; FACTURE; ORDE DE COMMANDE; CONTRAT; ORDRE DE SERVICE,2024,25-03-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3286,0631/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0002 POUR,2020,DOSSIER,20 PIECES,ACHETER LES BIENS ET SERVICES,ABS,COMPTOIR BURKINABE DE COMMERCE; CBC; FOURNITURE DE BUREAU; INFORMATIQUE; PRODUIT D'ENTREPRISE; ENTREPRISE EMCY; RESTAURANT; PAUSE CAFE; RECRUTEMENT,MARCHE; ORDRE DE SERVICE; FACTURE; ORDRE DE SERVICE; FACTURE; ORDRE DE COMMANDE; CONTRAT ROSE; FICHE; LETTRES,2024,25-03-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3287,0632/ABS,ACHAT DE BIENS ET SERVICES: MARCHE Nø2020-0003 POUR,2020,DOSSIER,105 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ASPG; RECRUTEMENT; GARDIENNAGE; SECURITE PRIVEE; GINDEFOULA,MARCHE; ORDRE DE SERVICE; QUITTANCE; LETTRE; ATTESTATION; CONTRAT,2024,25-03-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3288,0633/ABS,ACHAT DE BIENS ET SERVICES : MARCHE No 2020-0004 POUR LE,2020,DOSSIER,107 PIECES,ACHETER LES BIENS ET SERVICES,ABS,RECRUTEMENT; GARDIENNAGE; SONABHY; ASPG; DEPOT DE PENI,MARCHE; ORDRE DE SERVICE; ORDRE DE COMMANDE; FICHE; LETTRE; FACTURE,02-09-2024,01-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3289,0634/ABS,ACHAT DE BIENS ET SERVICE: MARCHE No 2020-0005 POUR LE,2020,DOSSIER,120 PIECES,ACHETER LES BIENS ET SERVICES,ABS,M'ZAKA SECURITE; RECRUTEMENT; GARDIENNAGE; SECURITE,MARCHE; ORDRE DE SERVICE; ORDRE DE COMMANDE; QUITTANCE DE PAIEMENT; LETTRE; CONTRAT ROSE; BORDEREAU D'ENVOI,02-09-2024,01-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3290,0635/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0006 DU 10-02-2020,2020,DOSSIER,13 PIECES,ACHETER LES BIENS ET SERVICES,ABS,GERANCE; RESTAURANT; SONABHY; PENI; MINA SERVICE,MARCHE; ORDRE DE SERVICE; LETTRE; FACTURE; CONTRAT,02-09-2024,01-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3291,0636/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0007 POUR LE,2020,DOSSIER,64 PIECES,ACHETER LES BIESN ET SERVICES,ABS,RECRUTEMENT; SOCIETE; MAXIMUM PROTECTION; BINGO; SONABHY,MARCHE; ORDRE DE SERVICE; ORDRE DE COMMANDE; LETTRE; CONTRAT; FICHE,02-09-2024,01-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3292,0637/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0008 DU 10-03-2020,2020,DOSSIER,85 PIECES,ACHETER LES BIENS ET SERVICES,ABS,GERANCE; RESTAURANT; SONABHY; BINGO; CABAREX,MARCHE; ORDRE DE SERVICE; ORDRE DE COMMANDE; CONTRAT; LETTRE; QUITTANCE,02-09-2024,01-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3293,0638/ABS,ACHAT DE BIENS ET SERVICES: PROTOCOLE No 2020-0008 DU 12,2020-2021,DOSSIER,03 PIECES,ACHETER LES BIENS ET SERVICES,ABS,DRUHV-HB; SUIVI; COTROLE; CONSTRUCTION; BATIMENT; PENI; SONABHY,ORDRE DE SERVICE; LETTRE,02-09-2024,01-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3294,0639/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020/0009 POUR,2020,DOSSIER,8 PIECES,ACHETER LES BIENS ET SERVICES,ABS,PINGD WENDE GLOBAL SERVICE; PLOMBERIE; VENTE; TRAVAUX PUBLIC; GENIE CIVIL,MARCHE; ORDRE DE SERVICE; LETTRE; CONTRAT; QUITTANCE,02-09-2024,01-02-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3295,0640/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0010 POUR,2020,DOSSIER,8 PIECES,ACHETER LES BIENS ET SERVICES,ABS,OBSERVATEUR PAALGA; QUOTIDIEN; INFORMATION; EDITION PAALAGA; NUMERIQUE,MARCHE; ORDRE DE SERVICE; CONTRAT ROSE; QUITTANCE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3296,0641/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0011 POUR,2020,DOSSIER,7 PIECES,ACHETER LES BIENS ET SERVICES,ABS,PAYS; QUOTIDIEN D'INFORMATION; NUMERIQUE; INFORMATION,MARCHE; ORDRE DE SERVICE; QUITTANCE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3297,0642/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0012 POUR,2020,DOSSIER,109 PIECES,ACHETER LES BIENS ET SERVICES,ABS,GREEN SERVICE PLUS; PRESTATION; ENTRETIEN; NETTOYAGE,MARCHE; ORDRE DE SERVICE; ORDRE DE COMMANDE; LETTRE; QUITTANCE; CONTRAT ROSE; FACTURE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3298,0643/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No2020-0013 POUR ABONNEMENT,2020,DOSSIER,11 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SIDWAYA; ABONNEMENT; QUOTIDIEN; NUMERIQUE; INFORMATION,MARCHE; ORDRE DE SERVICE; CONTRAT ROSE; BON DE COMMANDE; QUITTANCE,02-09-2024,20-04-2025,DOCULOG,CONSERVATION DEFINITIVE,,,
3299,0644/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 0014 POUR FORMATION DES,2020,DOSSIER,11 PIECES,ACHETER LES BIENS ET SERVICES,ABS,FORMATION; SECRETAIRE; SONABHY; APSB,MARCHE; ORDRE DE SERVICE; PROCES VERBAUX; FICHE; CONTRAT,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3300,0645/ABS,ACHAT DE BIENS SERVICES: MARCHE No 2020-0015 du 27-04-2020,2020,DOSSIER,15 PIECES,ACHETER LES BIENS ET SERVICES,ABS,MAINTENANCE; PYLONE; BINGO; SONABHY; SANCFIS,MARCHE; PROCES-VERBAUX; LETTRE; ORDRE DE SERVICE; CONTRAT,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3301,/ABS,ACHAT DE BIENS ET SERVICES,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3302,0646/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0017 POUR CONTROLE,2020,DOSSIER,09 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CAPI-BF; CONTROLE; METROLOGIQUE; TOLEDO,MARCHE; ORDRE DE SERVICE; LETTRE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3303,647/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0018 POUR INSTALLER,2020,DOSSIER,12 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CAPI-BF; AFFICHEUR; ELECTRONISATION; METTER TOLEDO,MARCHE; ORDRE DE SERVICE; LETTRE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3304,648/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0019 POUR,2020,DOSSIER,7 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ABM EXPERTISE AFRICA; BATTERIE; ONDULEURS; PANASONIC,MARCHE; ORDRE DE SERVICE; PV DE RECEPTION; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3305,0649/ABS,ACHAT DE BIENS ET SERVICES: No 2020-0020 POUR NETTOYAGE DE LA,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; APSG; NETTOYAGE; ENTRETIEN; BATIMENT,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE; ATTESTATION; ORDRE DE COMMANDE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3306,0650/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0021 POUR NETTOYAGE,2020,DOSSIER,116 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ENTREPRISE S.E.N; NETTOYAGE; ENTRETIEN; DEPOUSSIERAGE,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE; ORDRE DE COMMANDE; PV D'OUVERTURE; DELIBERATION; ATTESTATION,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3307,0651/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0022 POUR,2020,DOSSIER,36 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CBCO; EQUIPEMENT; PROTECTION; ENTRETIEN,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE; PV; BORDEREAU DE LIVRAISON; DOSSIER COTATION,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3308,0652/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0023 POUR,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SEA.B; REPARATION; VEHICULE; MAINTENANCE,MARCHE; ORDRE DE SERVICE; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3309,0653/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0025 POUR,2020,DOSSIER,11 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; NEW TYRE; PNEUS; FALKEN,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE; PV DE RECEPTION,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3310,0654/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0026 POUR NOTE,2020,DOSSIER,08 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CABINET ALI NEYA; NOTE D'HONARAIRE; FRAIS; SANCTION,MARCHE; ORDRE DE SERVICE; ATTESTION; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3311,0655/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0027 POUR NOTE,2020,DOSSIER,08 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CABINET ALI NEYA; NOTE D'HONORAIRE; ANNULATION; DECISION,MARCHE; ORDRE DE SERVICE; ATTESTATION; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3312,0656/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0029 POUR,2020,DOSSIER,08 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ADAM'S; GANT; POIGNET ELASTIQUE; PROTECTION,MARCHE; ORDRE DE SERVICE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3313,0657/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0030 POUR,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SOCIETE SOL CONFORT ET DECOR; CONSTRUCTION; BATIMENT; PARKING,MARCHE; ORDRE DE SERVICE; LETTRE; PV; CONTRAT ROSE; DELIBERATION,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3314,0658/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0032 POUR,2020,DOSSIER,24 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; MIKET TRADING; ACQUISITION; EQUIPEMENT; INDIVIDUEL,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE; PV; BORDEREAU DE LIVRAISON,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3315,0659/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0033 POUR,2020,DOSSIER,12 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; MIKET TRADING; ACQUISITION; EQUIPEMENT; BIO-MEDICAUX,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3316,0660/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0034 POUR,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ATELEIR DE CONFECTION DE MEUBLE; BANC; BOIS; SUPPORT EN FER,MARCHE; BORDEREAU DE LIVRAISON; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3317,0661/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0035 POUR LOCATION,2020,DOSSIER,13 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CECOMA GENIMEC; LOCATION; CHARIOT,MARCHE; ORDRE DE SERVICE; ATTESTATION; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3318,0662/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0036 POUR LOCATION,2020,DOSSIER,08 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CECOMA GENIMEC; LOCATION; CHARIOT,MARCHE; ORDRE DE SERVICE; ATTESTATION; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3319,0663/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0037 POUR LOCATION,2020,DOSSIER,08 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CECOMA GENIMEC; LOCATION; CHARIOT,MARCHE; ORDRE DE SERVICE; ATTESTATION; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3320,0664/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0038 DU 17-07-2020,2020,DOSSIER,58 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; DEC-OGECO; REALISATION; EXTENSION; DEPOT DE BINGO,MARCHE; ORDRE DE SERVICE; LETTRE; AVENANT; CONTRAT ROSE; PV; FACTURE; RAPPORT,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3321,0665/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0039 POUR REFECTION,2020,DOSSIER,15 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; MATEE; MITSUBISHI; FOURNITURE; PIECE,MARCHE; ORDRE DE SERVICE; PV DE RECEPTION; QUITTANCE; CONTRAT ROSE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3322,0666/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0041 POUR,2020,DOSSIER,15 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SMAF; ACQUISITION; CONSOMMABLE; BUREAUTIQUE,MARCHE; ORDRE DE SERVICE; PV DE RECEPTION; LETTRE CONTRAT ROSE; QUITTANCE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3323,0667/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0042 POUR,2020,DOSSIER,12 PIECES,ACHETER LES BIENS ET SEVICES,ABS,SONABHY; INFORMATIQUE HOUSE; ACQUISITION; CHAUSSURE; SECURITE,MARCHE; ORDRE DE SERVICE; LETTRE; CONTRAT ROSE; QUITTANCE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3324,0668/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0043 POUR LA,2020,DOSSIER,16 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; BGR-ECGF; REALISATION; CONSTRUCTION; BATIMENT,MARCHE; LETTRE; CONTRAT; RELEVE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3325,0669/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0046 POUR,2020,DOSSIER,39 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; VIRTUALYZE GROUPEMENT; RECRUTEMENT; BUREAU D'ETUDE; CABINET,MARCHE; ORDRE DE SERVICE; LETTRE; PV; FACTURE; QUITTANCE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3326,0670/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0049 POUR,2020,DOSSIER,30 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACMI; MAINTENANCE; EQUIPEMENT; REPARATION,MARCHE; ORDRE DE SERVICE; ORDRE DE COMMANDE; LETTRE; PV DE RECEPTION; FACTURE; QUITTANCE,02-09-2024,02-024-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3327,0671/ABS,ACHAT DE BIENS ET SERVICES: CONVENTION DE CONTRAT D'ASSISTANCE,2020,DOSSIER,01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; MAKEEN ENERGY; CONVENTION; ASSISTANCE; MAINTENANCE,CONTRAT,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3328,0672/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No2020-0051 POUR,2020,DOSSIER,08 PIECES,ACHETER DES BIENS ET SERVICES,ABS,SONABHY; MAKEEN ENERGY; CARTE EMETTEUR; CARTE RECEPTEUR; ASSISTANCE,MARCHE; ORDRE DE SERVICE; PV DE RECEPTION; LETTRE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3329,0672/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No2020-0051 POUR,2020,DOSSIER,08 PIECES,ACHETER DES BIENS ET SERVICES,ABS,SONABHY; MAKEEN ENERGY; CARTE EMETTEUR; CARTE RECEPTEUR; ASSISTANCE,MARCHE; ORDRE DE SERVICE; PV DE RECEPTION; LETTRE,02-09-2024,02-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3330,/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3331,0673/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0052 POUR,2020,DOSSIER,08 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; MAKEEN ENERGY; REDUCTEUR; VARIATEUR; VARIBLOC,MARCHE; ORDRE DE SERVICE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3332,0674/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0053 POUR,2020,DOSSIER,25 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; FT BUSINESS; ACQUISITION; PIECES; GAZ,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3333,0675/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0054 POUR,2020,DOSSIER,12 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; COGETRA; PREAMPLIFICATEUR; IMPULSION; NANUR FH,MARCHE; ORDRE DE SERVICE; LETTRE; PV DE RECEPTION; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3334,0676/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0055 POUR,2020,DOSSIER,11 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SOGICA; TOITURE; INSTALLATION; BATIMENT,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE; PV DE RECEPTION,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3335,0677/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0056 POUR,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; GMS; OUTILLAGE; MAINTENANCE,MARCHE; ORDRE DE SERVICE; LETTRE; PV DE RECEPTION; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3336,0678/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0057 POUR LA,2020,DOSSIER,13 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; BURKINA EQUIPEMENT; LOCATION; CHARIOT,MARCHE; ORDRE DE SERVICE; LETTRE; FICHE DECOMPTE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3337,0679/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0057 POUR,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; TOU.T.ELECT; INTERRUPTEUR; INSTALLATION; COMMANDE MANUELLE,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3338,0680/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0058 POUR LOCATION,2020,DOSSIER,PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; BURKINA EQUIPEMENT; LOCATION; CHARIOT,MARCHE; ORDRE DE SERVICE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3339,0681/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0058 POUR,2020,DOSSIER,3 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; AUTO PERFECTOR; PNEUS; CAR; TRANSPORT,ORDRE DE SERVICE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3340,0682/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0059 POUR MISSION,2020,DOSSIER,24 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; BUREAU VERITAS; MISSION; CONTROLE; AGREE,MARCHE; ORDRE DE SERVICE; LETTRE; QUITTANCE; CONTRAT ROSE; PV DE RECEPTION,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3341,0683/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0059 DU 13 JUILLET,2020,DOSSIER,09 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; BURKINA EQUIPEMENT; LOCATION; CHARIOT,MARCHE; ORDRE DE SERVICE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3342,0684/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0060 POUR,2020,DOSSIER,14 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; COGETRA; PALETTE; COMPTAGE; EQUIPEMENT,MARCHE; ORDRE DE SERVICE; LETTRE; CONTRAT ROSE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3343,0685/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0065 DU 22-9-2020,2020,DOSSIER,30 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; FRIEDLANDER; EERI-BF; EXTENSION; STOCKAGE,ORDRE DE SERVICE; LETTRE; NOTE CALCUL; FACTURE,02-09-2024,03-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
3344,0686/ABS,ACHAT DE BIENS ET SERVICES: MARCHE No 2020-0066 DU 13 OCTOBRE,2020,DOSSIER,37 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PLCB; CONSTRUCTION; SPHERE; GAZ,MARCHE; ORDRE DE SERVICE; PV; COMPTE RENDU; RAPPORT; LETTRE; DEVIS,02-09-2024,04-04-2025,DOCULOG,10 ANS,CONSERVATION DEFINITIVE,,
