ref,titre,contenu,analyse_diplomatique,annee
191/APP,ACHAT DES PRODUITS PETROLIERS:MISE A DISPOSITION DES PRODUITS PETROLIERS : ECO-OIL 2016,"ACHAT, PRODUIT PETROLIER, ECO-OIL, RECEPTION, LIVRAISON","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0192/APP,ACHAT DES PRODUITS PETROLIERS: MISE A DISPOSITON DES PRODUITS PETROLIERS: ECO-OIL 2017,"ACHAT, PRODUIT PETROLIER, ECO-OIL, RECEPTION, LIVRAISON","(LETTRE ARRIVEE) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0193/APP,ACHAT DES PRODUITS PETROLIERS : MISE A DISPOSITION DES PRODUITS PETROLIERS : PETROFA 2016,"ACHAT, PRODUIT PETROLIER, PETROFA, RECEPTION, LIVRAISON","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0194/APP,ACHAT DES PRODUITS PETROLIERS : MISE A DISPOSITION DES PRODUITS PETROLIERS AMKO TRADING,"ACHAT , PRODUIT PETROLIER ,  AMKO TRADING , RECEPTION ,  LIVRAISON","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0195/APP,ACHAT DES PRODUITS PETROLIERS : MISE A DISPOSITION DES PRODUITS PETROLIERS TRENSON INVESTMENT TRADING,"ACHAT , PRODUIT PETROLIER ,  TRENSON INVESTMENT TRADING ( T I T )","(CORRESPONDANCE) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0196/APP,ACHAT DES PRODUITS PETROLIERS : MISE A DISPOSITION DES PRODUITS PETROLIERS AMKO TRADING,"ACHAT ,  PRODUIT PETROLIER ,  AMKO TRADING , RECEPTION ,  LIVRAISON","(CORRESPONDANCE) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0197/APP,ACHAT DES PRODUITS PETROLIERS : RAPPROCHEMENT DES ACHATS,"ACHAT ,  PRODUIT PETROLIER ,  RAPPROCHEMENT","(ETAT DE RAPPROCHEMENT ,  PROCES VERBAL) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0198/APP,ACHAT DES PRODUITS PETROLIERS : RAPPORTS D ACTIVITES DE LA DIRECTION D APPROVISIONNEMENT ET STOCK,"ACHAT ,  PRODUIT PETROLIER ,  ACTIVITE ,  DAS","(RAPPORTS D ACTIVITES) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0199/APP,ACHAT DES PRODUITS PETROLIERS : DOSSIER D APPEL D OFFRE N°01 POUR LA FOURNITURE DE PRODUIT PETROLIER DE 250000TM PAR DIVERS FOURNISSEURS,"ACHAT ,  PRODUIT PETROLIER ,  FOURNISSEUR , COMMANDE","(CONTRAT ,  AVENANT ,  RECAPITULATIF AVIS D APPEL D OFFRE ,  NOTE DE SERVICE) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0200/APP,ACHAT DES PRODUITS PETROLIERS : EXECUTION BUDGETAIRE DE LA DAS,"ACHAT ,  PRODUIT PETROLIER ,  BUDGET ,  EXECUTION BUDGETAIRE","(RAPPORT D EXECUTION) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0201/APP,ACHAT DES PRODUITS PETROLIERS : COMMENTAIRE SUR LES ACHATS,"ACHAT ,  PRODUIT PETROLIER ,  COMMENTAIRE","(NOTE DE COMMENTAIRE) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0202/APP,ACHAT DES PRODUITS PETROLIERS : VALORISATION DES STOCKS,"ACHAT ,  PRODUIT PETROLIER ,  VALORISATION ,  STOCK","(ETAT DE STOCKS) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0203/APP,ACHAT DES PRODUITS PETROLIERS : EXECUTION BUDGETAIRE DAS,"ACHAT ,  PRODUIT PETROLIER ,  BUDGET ,  EXECUTION BUDGETAIRE","(RAPPORT D EXECUTION) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : DESTRUCTION",
0204/APP,"ACHAT DES PRODUITS PETROLIERS: ETATS DES STOCKS DEPOT COTIER STSL, GESTOCI, SONACOP, ORYX DE 2011","PRODUIT PETROLIER, STOCK, STSL, GESTOCI, SONACOP, ORYX","(FACTURE, CORRESPONDANCE, ETAT DE STOCK) DATE EXTREME  : 2011, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0205/APP,"ACHAT DES PRODUITS PETROLIERS: REGISTRE DES ACHATS 2004, 2006, 2007 ET 2010","PRODUIT PETROLIER, ACHAT, TRIGON, ADDAX, SIR, SHELL, TRAFIGURA, GUNVOR","(REGISTRE DES ACHATS) DATE EXTREME  : 2004-2010, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0206/APP,ACHAT DES PRODUITS PETROLIERS: SURESTARIES 2012-2014,"PRODUIT PETROLIER, ACHAT, PETROLEUM SA, MANGIFERA, MERCURIA, TRAFIGURA","(CORRESPONDANCE, SURESTARIE, ETAT) DATE EXTREME  : 2012-2014, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0207/APP,ACHAT DES PRODUITS PETROLIERS: FACTURES SURESTARIES N°31 DE 2013,"PRODUIT PETROLIER, FACTURATION, ECO-OIL, TRAFIGURA, MERCURIA, OCTOGONE, SIR, ADDAX, GUNVOR","(FACTURE, SURESTARIE, CORRESPONDANCE) DATE EXTREME  : 2013, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0208/APP,ACHAT DES PRODUITS PETROLIERS: INTERET DE RETARD 2015,"FACTURATION, PRODUIT PETROLIER, TTF, VITOL, SITARAIL, PUMA, ORYX, OCTOGONE, TRAFIGURA, RETARD","(FACTURE) DATE EXTREME  : 2015, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0209/APP,"ACHAT DES PRODUITS PETROLIERS: FACTURES MANGIFERA, BENIN PETRO, GUNVOR, SARPD-OIL 2015","FACTURATION, PRODUIT PETROLIER, MANGIFERA, BENIN PETRO, GUNVOR, SARPD-OIL","(FACTURE) DATE EXTREME  : 2015, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0210/APP,ACHAT DES PRODUITS PETROLIERS: SUIVI DES DECLASSEMENTS 2015,"PRODUIT PETROLIER, DECLASSEMENT, GESTOCI, STSL","(CORRESPONDANCE, RECONNAISSANCE EN RESERVOIR) DATE EXTREME  : 2015, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0211/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT DE PRET DE PRODUITS PETROLIERS 2015,"CONTRACTUALISATION, PRET, PRODUIT PETROLIER, GESTOCI, SONIDEP, SETANA, ADDAX","(CONTRAT, FAX) DATE EXTREME  : 2015, PASSAGE GED   : OUI",
0212/APP,"ACHAT DES PRODUITS PETROLIERS: CONSULTATION RESTREINTE STSL, SONACOP 2014","PRODUIT PETROLIER, STSL, SONACOP, APPROVISIONNEMENT","(CORRESPONDANCE, PROCES-VERBAL, APPEL D'OFFRE) DATE EXTREME  : 2014, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0213/APP,ACHAT DES PRODUITS PETROLIERS: RESILIATION DE CONTRAT NSIE DE 2015,"PRODUIT PETROLIER, RESILIATION, NSIE, CONTRACTUALISATION","(FAX, PROCES-VERBAL, CORRESPONDANCE) DATE EXTREME  : 2015, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0214/APP,ACHAT DES PRODUITS PETROLIERS: ACHAT DE SPOTS DE PRODUITS PETROLIERS 2015,"PRODUIT PETROLIER, SETANA, MANGIFERA, ADDAX, MERCURIA, VITOL, CHORALE, BENIN PETRO, GUNVOR, PETROFA, SPOT, ACHAT","(FACTURE, FAX, CORRESPONDANCE, PROCES-VERBAL) DATE EXTREME  : 2015, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0215/APP,ACHAT DES PRODUITS PETROLIERS: COMMANDE PRODUITS PETROLIERS 2016,"PRODUIT PETROLIER, COMMANDE, PETROCI, SIR, PETROFA, OCTOGONE, TRAFIGURA","(FAX) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0216/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME ASPEN PETROLEUM 2016,"ACHAT , PRODUIT PETROLIER, ASPEN PETROLEUM","(FACTURE, FAX) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0217/APP,ACHAT DES PRODUITS PETROLIERS: SITUATION DES DECLASSEMENTS ET COMMENTAIRE SUR LES ACHATS DAS,"ACHAT , PRODUIT PETROLIER, DECLASSEMENT","(SITUATION DES DECLASSEMENT, COMMENTAIRE SUR LES ACHATS ) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0218/APP,ACHAT DES PRODUITS PETROLIERS: PROCES-VERBAL DE RAPPROCHEMENT ACHAT DAS,"ACHAT, PRODUIT PETROLIER, RAPPROCHEMENT","(PROCES-VERBAL) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0219/APP,ACHAT DES PRODUITS PETROLIERS: ACHAT SPOTS DE PRODUITS PETROLIERS 2016,"ACHAT, SPOT, PRODUIT PETROLIER, MOCOH, SIR, SETANA, MANGIFERA, ETS YAMEOGO, M'BIKA IRENE, PETRODIS, ROYAL TRADING ALLIANCE","(PROCES-VERBAL, FAX, CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0220/APP,ACHAT DES PRODUITS PETROLIERS: LOI N°039-2016/AN PORTANT REGLEMENTATION GENERALE DE LA COMMANDE PUBLIQUE 2016,"ACHAT, REGLEMENTATION, COMMANDE, PRODUIT PETROLIER","(LOI) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0221/APP,"ACHAT DES PRODUITS PETROLIERS: ETAT DE STOCKS DE PRODUITS PETROLIERS TTF, SONACOP, ORYX, GESTOCI, PUMA, STSL 2016","PRODUIT PETROLIER, ACHAT, SPOT, TTF, SONACOP, ORYX, GESTOCI, PUMA, STSL","(ETAT) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0222/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME ADDAX ENERGY 2016,"PRODUIT PETROLIER, ACHAT, CONTRACTUALISATION, ADDAX ENERGY","(CONTRAT, CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0223/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME OCTOGONE 2016,"PRODUIT PETROLIER, ACHAT, CONTRACTUALISATION, OCTOGONE","(CONTRAT, FAX, CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0224/APP,ACHAT DES PRODUITS PETROLIERS: APPELS D'OFFRE ACHAT DES PRODUITS PETROIERS 2015-2016,"ACHAT, PRODUIT PETROLIER, SAHT, LA MARINE, ZEN, ECO-OIL, TRAFIGURA, ETALON ENERGY, FEROX ENERGY, RITIS, BOST, BENIN PETRO, ADDAX, SETENA","(APPEL D'OFFRE, CORRESPONDANCE) DATE EXTREME  : 2015-2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0225/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT DE PRET DE PRODUITS PETROLIERS 2016,"PRODUIT PETROLIER, PRET, DOUK-OIL, MERCURIA, ADDAX, SETENA, CONTRACTUALISATION","(CONTRAT, FAX, CORRESPONDANCE, CERTIFICAT DE QUANTITE) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0226/APP,ACHAT DES PRODUITS PETROLIERS: SITUATION DES STOCKS 2015,"PRODUIT PETROLIER, STOCK, GESTOCI, PUMA, STSL, TTF, SONACOP, ORYX, DEPOT DE BOBO, DEPOT DE BINGO","(ETAT, SITUATION DE STOCK) DATE EXTREME  : 2015, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0227/APP,ACHAT DES PRODUITS PETROLIERS: FACTURES ROYA TRADING ET CHORALE 2016,"PRODUIT PETROLIER, ACHAT, FACTURATION, CHORALE, ROYA TRADING","(FACTURE, FAX, CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0228/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME ECO-OIL 2016,"PRODUIT PETROLIER,  CONTRACTUALISATION, ACHAT, ECO-OIL","(CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0229/APP,ACHAT DES PRODUITS PETROLIERS : CONTRAT A TERME TRAFIGURA 2016,"PRODUIT PETROLIER, ACHAT, TRAFIGURA, CONTRACTUALISATION","(CONTRAT, CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0230/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME TIT 2016,"PRODUIT PETROLIER, ACHAT, TIT, CONTRACTUALISATION","(CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0231/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT ATERME PETROFA 2016,"PRODUIT PETROLIER, ACHAT, PETROFA, CONTRACTUALISATION","(CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0232/APP,"ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME PETROCI, SIR, PERSOIL, GESTOCI, ET OCTOGONE 2016","PRODUIT PETROLIER, ACHAT, PETROCI, SIR, PERSOIL/GUNVOR, GESTOCI, OCTOGONE","(CONTRAT) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0233/APP,ACHAT DES PRODUITS PETROLIERS: FACTURES MANGIFERA 2016-2017,"PRODUIT PETROLIER, FACTURATION, ACHAT, MANGIFERA","(FACTURE) DATE EXTREME  : 2016-2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0234/APP,ACHAT DES PRODUITS PETROLIERS: EVALUATION DES FOURNISSEURS ET DEPOTS COTIRES DAS 2016-2017,"PRODUIT PETROLIER, DEPOT COTIRE, ACHAT, EVALUATION","(RAPPORT) DATE EXTREME  : 2016-2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0235/APP,ACHAT DES PRODUITS PETROLIERS: FACTURES PETROLEUM WAREHOUSING ET SUPPLI 2016-2017,"PRODUIT PETROLIER, FACTURATION, ACHAT, PETROLEUM WAREHOUSING ET SUPPLI","(FACTURE) DATE EXTREME  : 2016-2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0236/APP,ACHAT DES PRODUITS PETROLIER: FACTURES SGS BENIN 2016-2017,"PRODUIT PETROLIER, FACTURATION, ACHAT, SGS BENIN","(FACTURE) DATE EXTREME  : 2016-2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0237/APP,ACHAT DES PRODUITS PETROLIERS: ATTESTATION DE RECEPTION DE PRODUITS PETROLIERS 2014-2016,"PRODUIT PETROLIER, ACHAT, RECEPTION","(ATTESTATION) DATE EXTREME  : 2014-2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0238/APP,"ACHAT DES PRODUITS PETROLIERS: FACTURES SARPD, SIR, ORYX, GESTOCI, STSL 2015-2016","PRODUIT PETROLIER, FACTURATION, SIR, SARPD-OIL, ORYX, GESTOCI, STSL","(FACTURE) DATE EXTREME  : 2015-2016, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0239/APP,"ACHAT DES PRODUITS PETROLIERS: LUTTE CONTRE LA FRAUDE, FICHE DE RECEPTION DES PRODUITS PETROLIERS 2015-2017","PRODUIT PETROLIER, FRAUDE, ACHAT","(FICHE DE RECEPTION, CORRESPONDANCE) DATE EXTREME  : 2015-2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0240/APP,"ACHAT DES PRODUITS PETROLIERS: CONTRAT DE VENTE DE PRODUITS PETROLIERS, CONTRAT A TERME DAS 2014-2017","PRODUIT PETROLIER, CONTRACTUALISATION, VENTE","(CONTRAT) DATE EXTREME  : 2014-2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0241/APP,ACHAT DES PRODUITS PETROLIERS: RAPPROCHEMENT DES ACHATS DAS 2017,"PRODUIT PETROLIER, ACHAT, RAPPROCHEMENT","(PROCES-VERBAL DE RAPPROCHEMENT) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0242/APP,ACHAT DES PRODUITS PETROLIERS: VALORISATION DES STOCKS DAS 2017,"PRODUIT PETROLIER, STOCK, ACHAT, VALORISATION","(ETAT) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0243/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT DE L'APPEL D'OFFRE N°1 ET N°2 2017,"PRODUIT PETROLIER, ACHAT, CONTRACTUALISATION","(CONTRAT, APPEL D'OFFRE) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0244/APP,ACHAT DES PRODUITS PETROLIERS: SITUATION DES DECLASSEMENTS DAS 2017,"PRODUIT PETROLIER, ACHAT, DECLASSEMENT","(ETAT) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0245/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME PETROCI 2017,"PRODUIT PETROLIER, ACHAT, CONTRACTUALISATION, PETROCI","(CONTRAT) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0246/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME ASPEN PETROLEUM 2017,"PRODUIT PETROLIER, ACHAT, ASPEN, CONTRACTUALISATION","(CONTRAT) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0247/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME ADDAX 2017,"PRODUIT PETROLIER, ACHAT, ADDAX, CONTRACTUALISATION","(CONTRAT, FAX, CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0248/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME GUNVOR/PERSOIL 2017,"PRODUIT PETROLIER, ACHAT, GUNVOR/PERSOIL, CONTRACTUALISATION","(CONTRAT, ETAT, FAX) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0249/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME SOCAR TRADING 2017,"PRODUIT PETROLIER, ACHAT, SOCAR TRADING, CONTRACTUALISATION","(CONTRAT, ETAT, FAX) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0250/APP,ACHAT DES PRODUITS PETROLIERS: ETAT DES STOCKS STSL 2017,"PRODUIT PETROLIER, STOCK, STSL, APPROVISIONNEMENT, ACHAT","(ETAT) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0251/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT DE PRET DE PRODUITS PETROLIERS 2017,"PRODUIT PETROLIER, PRET, VITOL, SONIDEP, ORYX, SONACOP, TRAFIGURA, CONTRACTUALISATION","(CONTRAT, CORRESPONDANCE, FAX) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0252/APP,ACHAT DES PRODUITS PETROLIERS: ATTESTATION DE RECEPTION DES PRODUITS PETROLIERS 2017-2018,"PRODUIT PETROLIER, APPROVISIONNEMENT, ACHAT, RECEPTION","(ATTESTATION) DATE EXTREME  : 2017-2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0253/APP,ACHAT DES PRODUITS PETROLIERS: COMMANDE DES PRODUITS PETROLIERS 2017,"PRODUIT PETROLIER, COMMANDE, APPROVISIONNEMENT, ACHAT","(FAX, CORRESPONDANCE, ETAT) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0254/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME ECO-OIL 2017,"PRODUIT PETROLIER, ACHAT, ECO-OIL, CONTRACTUALISATION","(CONTRAT) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0255/APP,ACAHAT DES PRODUITS PETROLIERS: CONTRAT A TERME PETROFA 2017,"PRODUIT PETROLIER, ACHAT, PETROFA, CONTRACTUALISATION","(CONTRAT, FAX) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0256/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME TIT 2017,"PRODUIT PETROLIER, ACHAT, TIT, CONTRACTUALISATION","(CONTRAT, CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0257/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT ATERME AMKO TRADING 2017,"PRODUIT PETROLIER, ACHAT, AMKO TRADING, CONTRACTUALISATION","(CONTRAT, FAX) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0258/APP,ACHAT DES PRODUITS PETOLIERS: OFFRE DE SERVICE FLUENT SA VENTE DE PRODUITS PETROLIERS,"PRODUIT PETROLIER, FLUENT, ACHAT","(OFFRE, CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0259/APP,ACHAT DES PRODUITS PETROLIERS: RAPPORT D'ACTIVITES DAS 2017,"PRODUIT PETROLIER, ACHAT, ACTIVITE","(RAPPORT D'ACTIVITE) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0260/APP,ACHAT DES PRODUITS PETROLIERS: COMMANDES CONTRATS A TERME DAS 2017,"PRODUIT PETROLIER, COMMANDE, ACHAT, CONTRACTUALISATION","(ETAT) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0261/APP,ACHAT DES PRODUIT PETROLIER: COMMANDE SUR LES ACHATS DAS 2017,"PRODUIT PETROLIER, ACHAT, APPROVISIONNEMENT","(COMMENTAIRE) DATE EXTREME  : 2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0262/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME SIR 2017,"PRODUIT PETROLIER, ACHAT, SIR, CONTRACTUALISATION","(CONTRAT) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0263/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME OCTOGONE 2017,"PRODUIT PETROLIER, ACHAT, OCTOGONE, CONTRACTUALISATION","(CONTRAT, FAX) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0264/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME TRAFIGURA 2017,"PRODUIT PETROLIER, ACHAT, TRAFIGURA","(CONTRAT) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE",
0265/APP,"ACHAT DES PRODUITS PETROLIERS: FACTURES STSL, BOST, TFC, ECO-FUEL, MANGIFERA 2016-2017","PRODUIT PETROLIER, FACTURATION, STSL, BOST, TFC, ECO-FUEL, MANGIFERA, ACHAT","(FACTURE) DATE EXTREME  : 2016-2017, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0266/APP,ACHAT DES PRODUITS PETROLIERS: CONTRAT A TERME TTF 2015-2017,"PRODUIT PETROLIER, ACHAT, TTF","(CONTRAT) DATE EXTREME  : 015-2017, PASSAGE GED   : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVEµ",
0267/APP,ACHAT DES PRODUITS PETROLIERS: VERIFICATION DES STOCKS EXTERIEURS DAS 2018,"PRODUIT PETROLIER, STOCK, DEPOT COTIER","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0268/APP,ACHAT DES PRODUITS PETROLIERS: RAPPORT D'ACTIVITES DAS 2018,"PRODUIT PETROLIER, ACTIVITE, ACHAT","(RAPPORT D'ACTIVITE) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0269/APP,ACHAT DES PRODUITS PETROLIERS: COMMENTAIRE SUR LES ACHATS DAS 2018,"PRODUIT PETROLIER, ACHAT","(COMMENTAIRE) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0270/APP,ACHAT DES PRODUITS PETROLIER: SITUATION DES DECLASSEMENTS DAS 2018,"PRODUIT PETROLIER, ACHAT, DECLASSEMENT","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0271/APP,ACHAT DES PRODUITS PETROLIERS: RAPPROCHEMENT DES ACHATS DAS 2018,"PRODUIT PETROLIER, ACHAT, RAPPROCHEMENT","(PROCES-VERBAL) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0272/APP,ACHAT DES PRODUITS PETROLIERS: BUDGET DETERMINANT ACHAT D'HYDROCARBURE DAS 2018,"PRODUIT PETROLIER, ACHAT, BUDGET","(RAPPORT) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0273/APP,ACHAT DES PRODUITS PETROLIERS: EXECUTION BUDGETAIRE DAS 2018,"PRODUIT PETROLIER, ACHAT, EXECUTION BUDGETAIRE","(RAPPORT) DATE EXTREME  : 2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
0274/APP,ACHAT DES PRODUITS PETROLIERS: FACTURES PUMA 2015-2018,"PRODUIT PETROLIER, ACHAT, PUMA","(FACTURE) DATE EXTREME  : 2015-2018, PASSAGE GED   : OUI SORT FINAL : CONSERVATION DEFINITIVE",
