ID,Code,Titre_dossier,CONTENU,Analyse_diplomatique,DATE,Numeros_pieces,OBSERVATIONS,Passage_GED,Base_GED,Sort_final
04318,3286/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",178-190,13 PIECES,OUI,FINCOMPT,
04319,3287/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",191-198,8 PIECES,OUI,FINCOMPT,
04320,3288/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",199-225,26 PIECES,OUI,FINCOMPT,
04321,3288/SC BIS,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",226-227,1 PIECES,OUI,FINCOMPT,
04322,3289/SC,OBIB:MAI 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MAI, 2008",228-238,10 PIECES,OUI,FINCOMPT,
04323,3290/SC,OBIB:MAI 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MAI, 2008",239-264,26 PIECES,OUI,FINCOMPT,
04324,3291/SC,OBIB:MAI 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MAI, 2008",265-297,32 PIECES,OUI,FINCOMPT,
04325,3292/SC,OBIB:MAI 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MAI, 2008",298-314,15 PIECES,OUI,FINCOMPT,
04326,3293/SC,OBIB:MAI 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MAI, 2008",315-342,28 PIECES,OUI,FINCOMPT,
04327,3294/SC,OBIB:JUIN 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",343-352,19 PIECES,OUI,FINCOMPT,
04329,3295/SC,OBIB:JUIN 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",353-377,24 PIECES,OUI,FINCOMPT,
04330,3296/SC,OBIB:JUILLET 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",378-398,20 PIECES,OUI,FINCOMPT,
04331,3297/SC,OBIB:JUILLET 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",399-432,31 PIECES,OUI,FINCOMPT,
04332,3298/SC,OBIB:JUILLET 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",433-435,3 PIECES,OUI,FINCOMPT,
04333,3299/SC,OBIB:JUILLET 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",436-442,8 PIECES,OUI,FINCOMPT,
04334,3300/SC,OBIB:JUILLET 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",443-456,13 PIECES,OUI,FINCOMPT,
04335,3301/SC,OBIB:JUILLET 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",457-463,6 PIECES,OUI,FINCOMPT,
04336,3302/SC,OBIB:AOUT 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",464-490,26 PIECES,OUI,FINCOMPT,
04337,3303/SC,OBIB:AOUT 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",491-508,16 PIECES,OUI,FINCOMPT,
04338,3304/SC,OBIB:AOUT 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",509-527,18 PIECES,OUI,FINCOMPT,
04339,3305/SC,OBIB:SEPTEMBRE 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",528-538,11 PIECES,OUI,FINCOMPT,
04340,3306/SC,OBIB:SEPTEMBRE 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",539-556,17 PIECES,OUI,FINCOMPT,
04341,3307/SC,OBIB:SEPTEMBRE 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",557-570,13 PIECES,OUI,FINCOMPT,
04342,3308/SC,OBIB:OCTOBRE 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",571-584,14 PIECES,OUI,FINCOMPT,
04343,3309/SC,OBIB:OCTOBRE 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",585-596,11 PIECES,OUI,FINCOMPT,
04344,3310/SC,OBIB:OCTOBRE 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",597-612,15 PIECES,OUI,FINCOMPT,
04345,3311/SC,OBIB:OCTOBRE 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",613-618,6 PIECES,OUI,FINCOMPT,
04346,3312/SC,O BIB NOVEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE , 2008",619-636,17 PIECES,OUI,FINCOMPT,
04347,3313/SC,O BIB NOVEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE , 2008",637-656,20 PIECES,OUI,FINCOMPT,
04348,3314/SC,O BIB NOVEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE , 2008",657-667,11 PIECES,OUI,FINCOMPT,
04349,3315/SC,O BIB DECEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",668-714,50 PIECES,OUI,FINCOMPT,
04350,3316/SC,O BIB DECEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",715-729,14 PIECES,OUI,FINCOMPT,
04351,3317/SC,O BIB DECEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",730-731,2 PIECES,OUI,FINCOMPT,
04352,3318/SC,O BIB DECEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",732-766,34 PIECES,OUI,FINCOMPT,
04353,3319/SC,B BIB NOVEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE , 2008",475-571,97 PIECES,OUI,FINCOMPT,
04354,3320/SC,B BIB DECEMBRE 2008,"BIB, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE , 2008",580-670,90 PIECES,OUI,FINCOMPT,
04355,3321/SC,B BICIA JANVIER 2008,"O BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JANVIER , 2008",001-051,50 PIECES,OUI,FINCOMPT,
04356,3322/SC,O BICIA FEVRIER 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"FEVRIER , 2008",052-104,51 PIECES,OUI,FINCOMPT,
04357,3323/SC,O BICIA MARS 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS , 2008",105-128,23 PIECES,OUI,FINCOMPT,
04358,3323/SC BIS,O BICIA MARS 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS , 2008",129-,1 PIECES,OUI,FINCOMPT,
04359,3324/SC,O BICIA MARS 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS , 2008",130-149,19 PIECES,OUI,FINCOMPT,
04360,3325/SC,O BICIA AVRIL 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL , 2008",150-177,27 PIECES,OUI,FINCOMPT,
04361,3326/SC,O BICIA AVRIL 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL , 2008",178,1 PIECES,OUI,FINCOMPT,
04362,3327/SC,O BICIA AVRIL 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL , 2008",179-191,11 PIECES,OUI,FINCOMPT,
04363,3328/SC,O BICIA MAI 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",192-226,33 PIECES,OUI,FINCOMPT,
04364,3329/SC,O BICIA JUIN 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUIN, 2008",227,1 PIECES,OUI,FINCOMPT,
04365,3330/SC,O BICIA JUIN 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUIN, 2008",228-271,41 PIECES,OUI,FINCOMPT,
04366,3331/SC,O BICIA JUILLET 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUILLET, 2008",272-306,34 PIECES,OUI,FINCOMPT,
04367,3332/SC,O BICIA JUILLET 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUILLET, 2008",307,1 PIECES,OUI,FINCOMPT,
04368,3333/SC,O BICIA AOUT 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",308 - 317,9 PIECES,OUI,FINCOMPT,
04369,3334/SC,O BICIA SEPTEMBRE 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",318-349,31 PIECES,OUI,FINCOMPT,
04370,3335/SC,O BICIA AOUT 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AOUT, 2008",350,1 PIECES,OUI,FINCOMPT,
04371,3336/SC,O BICIA SEPTEMBRE 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",351-397,46 PIECES,OUI,FINCOMPT,
04372,3337/SC,O BICIA OCTOBRE 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",398 - 412,14 PIECES,OUI,FINCOMPT,
04373,3338/SC,O BICIA OCTOBRE 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",413-432,20 PIECES,OUI,FINCOMPT,
04374,3339/SC,O BICIA OCTOBRE 2008,"BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",433,1 PIECES,OUI,FINCOMPT,
04375,3340/SC,O BICIA OCTOBRE 2008,"O BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",434-438,4 PIECES,OUI,FINCOMPT,
04376,3341/SC,O BICIA NOVEMBRE 2008,"O BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",439-445,6 PIECES,OUI,FINCOMPT,
04377,3342/SC,O BICIA NOVEMBRE 2008,"O BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",446-468,22 PIECES,OUI,FINCOMPT,
04378,3343/SC,O BICIA DECEMBRE 2008,"O BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",469-513,22 PIECES,OUI,FINCOMPT,
04379,3344/SC,O BICIA DECEMBRE 2008,"O BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",514-614,98PIECES,OUI,FINCOMPT,
04380,3345/SC,B BICIA ARVIL 2008,"B BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL, 2008",170-229,57 PIECES,OUI,FINCOMPT,
04381,3346/SC,B BICIA JUIN 2008,"B BICIA, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUIN, 2008",301-356,55 PIECES,OUI,FINCOMPT,
04382,3347/SC,O BOA JANVIER 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JANVIER , 2008",001-033,33 PIECES,OUI,FINCOMPT,
04383,3348/SC,O BOA FEVRIER 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"FEVRIER , 2008",034-057,23 PIECES,OUI,FINCOMPT,
04384,3349/SC,O BOA FEVRIER 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"FEVRIER , 2008",058-081,24 PIECES,OUI,FINCOMPT,
04385,3350/SC,O BOA MARS 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS , 2008",082-108,25 PIECES,OUI,FINCOMPT,
04386,3351/SC,O BOA MARS 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS , 2008",109-136,25 PIECES,OUI,FINCOMPT,
04387,3352/SC,O BOA MARS 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS , 2008",137-152,15 PIECES,OUI,FINCOMPT,
04388,3353/SC,O BOA AVRIL 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL , 2008",153-173,20 PIECES,OUI,FINCOMPT,
04389,3354/SC,O BOA AVRIL 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL , 2008",174-201,28 PIECES,OUI,FINCOMPT,
04390,3355/SC,O BOA MAI 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",202-225,23 PIECES,OUI,FINCOMPT,
04391,3356/SC,O BOA JUIN 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUIN, 2008",226-240,14 PIECES,OUI,FINCOMPT,
04392,3357/SC,O BOA JUILLET 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUILLET, 2008",241-286,47 PIECES,OUI,FINCOMPT,
04393,3358/SC,O BOA AOUT 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AOUT, 2008",287-305,18 PIECES,OUI,FINCOMPT,
04394,3359/SC,O BOA AOUT 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AOUT, 2008",306-320,18 PIECES,OUI,FINCOMPT,
04395,3360/SC,O BOA SEPTEMBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",321-341,20 PIECES,OUI,FINCOMPT,
04396,3361/SC,O BOA OCTOBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",342-355,13 PIECES,OUI,FINCOMPT,
04397,3362/SC,O BOA OCTOBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",356-371,15 PIECES,OUI,FINCOMPT,
04398,3363/SC,O BOA NOVEMBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",372-392,20 PIECES,OUI,FINCOMPT,
04399,3364/SC,O BOA NOVEMBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",373-392,20 PIECES,OUI,FINCOMPT,
04400,3365/SC,O BOA NOVEMBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",416-434,18 PIECES,OUI,FINCOMPT,
04401,3366/SC,O BOA DECEMBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE, 2008",435-450,15 PIECES,OUI,FINCOMPT,
04402,3367/SC,O BOA DECEMBRE 2008,"O BAO, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE, 2008",451-502,2 PIECES,OUI,FINCOMPT,
04403,3368/SC,O BSIC JANVIER 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JANVIER, 2008",001-038,36 PIECES,OUI,FINCOMPT,
04404,3369/SC,O BSIC FEVRIER 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"FEVRIER, 2008",039-075,36 PIECES,OUI,FINCOMPT,
04405,3370/SC,O BSIC FEVRIER 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"FEVRIER, 2008",076-094,18 PIECES,OUI,FINCOMPT,
04406,3371/SC,O BSIC MARS 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS, 2008",095-114,19 PIECES,OUI,FINCOMPT,
04407,3372/SC,O BSIC MARS 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS, 2008",115-128,8 PIECES,OUI,FINCOMPT,
04408,3373/SC,O BSIC MARS 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS, 2008",129-154,25 PIECES,OUI,FINCOMPT,
04409,3374/SC,O BSIC AVRIL 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL, 2008",155-182,28 PIECES,OUI,FINCOMPT,
04410,3375/SC,O BSIC AVRIL 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL, 2008",183-196,13 PIECES,OUI,FINCOMPT,
04411,3376/SC,O BSIC AVRIL 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AVRIL, 2008",197-213,16 PIECES,OUI,FINCOMPT,
04412,3377/SC,O BSIC MAI 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",214-219,5 PIECES,OUI,FINCOMPT,
04413,3378/SC,O BSIC MAI 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",220-236,16 PIECES,OUI,FINCOMPT,
04414,3379/SC,O BSIC MAI 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",237-249,12 PIECES,OUI,FINCOMPT,
04415,3380/SC,O BSIC MAI 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",250-271,21 PIECES,OUI,FINCOMPT,
04416,3381/SC,O BSIC MAI 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",272-295,23 PIECES,OUI,FINCOMPT,
04417,3382/SC,O BSIC MAI 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MAI, 2008",296-301,5 PIECES,OUI,FINCOMPT,
04418,3383/SC,O BSIC JUIN 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUIN, 2008",302-315,13 PIECES,OUI,FINCOMPT,
04419,3384/SC,O BSIC JUIN 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUIN, 2008",*,13 PIECES,OUI,FINCOMPT,
04420,3385/SC,O BSIC JUILLET 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUILLET, 2008",343-359,15 PIECES,OUI,FINCOMPT,
04421,3386/SC,O BSIC JUILLET 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUILLET, 2008",360-370,10 PIECES,OUI,FINCOMPT,
04422,3387/SC,O BSIC JUILLET 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUILLET, 2008",371-386,15 PIECES,OUI,FINCOMPT,
04423,3388/SC,O BSIC AOUT 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AOUT, 2008",387-419,31 PIECES,OUI,FINCOMPT,
04424,3389/SC,O BSIC SEPTEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",420-438,18 PIECES,OUI,FINCOMPT,
04425,3390/SC,O BSIC SEPTEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",439-467,28 PIECES,OUI,FINCOMPT,
04426,3391/SC,O BSIC SEPTEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",468-498,29 PIECES,OUI,FINCOMPT,
04427,3392/SC,O BSIC SEPTEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",499-528,27 PIECES,OUI,FINCOMPT,
04428,3393/SC,O BSIC SEPTEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",529-554,24 PIECES,OUI,FINCOMPT,
04429,3394/SC,O BSIC OCTOBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE , 2008",555-584,33 PIECES,OUI,FINCOMPT,
04430,3395/SC,O BSIC OCTOBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE , 2008",585-595,10 PIECES,OUI,FINCOMPT,
04431,3396/SC,O BSIC OCTOBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE , 2008",596-613,17 PIECES,OUI,FINCOMPT,
04432,3397/SC,O BSIC OCTOBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE , 2008",614-628,12 PIECES,OUI,FINCOMPT,
04433,3398/SC,O BSIC OCTOBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE , 2008",629-638,9 PIECES,OUI,FINCOMPT,
04434,3399/SC,O BSIC OCTOBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE , 2008",639-658,18 PIECES,OUI,FINCOMPT,
04435,3400/SC,O BSIC OCTOBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE , 2008",659-686,27 PIECES,OUI,FINCOMPT,
04436,3401/SC,O BSIC NOVEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",687-697,10 PIECES,OUI,FINCOMPT,
04437,3402/SC,O BSIC DECEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE, 2008",698-712,14 PIECES,OUI,FINCOMPT,
04438,3403/SC,O BSIC DECEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE, 2008",713-731,18 PIECES,OUI,FINCOMPT,
04439,3404/SC,O BSIC DECEMBRE 2008,"BSIC, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE, 2008",732-765,32 PIECES,OUI,FINCOMPT,
04440,3405/SC,PICES COMPTABLES: OCORIS MARS-JUIN 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"MARS-JUIN, 2008",001-047,45 PIECES,OUI,FINCOMPT,
04441,3406/SC,PICES COMPTABLES: OCORIS JUILLET 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"JUILLET, 2008",048-065,17 PIECES,OUI,FINCOMPT,
04442,3407/SC,PICES COMPTABLES: OCORIS AOUT 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"AOUT, 2008",066-080,14 PIECES,OUI,FINCOMPT,
04443,3408/SC BIS,PICES COMPTABLES: OCORIS SEPTEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",081-091,10 PIECES,OUI,FINCOMPT,
04444,3409/SC,PICES COMPTABLES: OCORIS SEPTEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"SEPTEMBRE, 2008",093-094,2 PIECES,OUI,FINCOMPT,
04445,3410/SC,PICES COMPTABLES: OCORIS OCTOBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",096-100,5 PIECES,OUI,FINCOMPT,
04446,3411/SC,PICES COMPTABLES: OCORIS OCTOBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"OCTOBRE, 2008",101,1 PIECES,OUI,FINCOMPT,
04447,3412/SC,PICES COMPTABLES: OCORIS NOVEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",102-115,12 PIECES,OUI,FINCOMPT,
04448,3413/SC,PICES COMPTABLES: OCORIS NOVEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",116-125,10 PIECES,OUI,FINCOMPT,
04449,3414/SC,PICES COMPTABLES: OCORIS NOVEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",126-127,2 PIECES,OUI,FINCOMPT,
04450,3415/SC,PICES COMPTABLES: OCORIS NOVEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"NOVEMBRE, 2008",128-138,10 PIECES,OUI,FINCOMPT,
04451,3416/SC,PICES COMPTABLES: OCORIS DECEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",139-155,15 PIECES,OUI,FINCOMPT,
04452,3417/SC,PICES COMPTABLES: OCORIS DECEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",156-187,30 PIECES,OUI,FINCOMPT,
04453,3418/SC,PICES COMPTABLES: OCORIS DECEMBRE 2008,"CORIS, OUAGADOUGOU, BANQUE, FACTURATION",(PIECE COMPTABLE ),"DECEMBRE , 2008",188-200,12 PIECES,OUI,FINCOMPT,
