ref,titre,contenu,analyse_diplomatique,date
0599/SV,ETATS DES EXCEDENTS COULAGES DEPOT DE BOBO 2008,"COULAGE, PRODUIT PETROLIER, DEPOT DE BOBO",(ETAT),2008 9 PIECES PASSAGE GED : NON SORT FINAL : DESTRUCTION
0600/SV,ETATS DES EXCEDENTS COULAGES DEPOT DE BOBO 2007,"COULAGE, PRODUIT PETROLIER, DEPOT DE BOBO",(ETAT),2007 4 PIECES PASSAGE GED : NON SORT FINAL : DESTRUCTION
0601/SV,ETATS RECAPITULATIFS DES MOUVEMENTS DE BOUTEILLES 2009,"RECEPTION, SORTIE, GAZ BUTANE, DEPOT DE BINGO",(ETAT RECAPITULATIF),2009 9 PIECES PASSAGE GED : OUI SORT FINAL : DESTRUCTION
0602/SV,FACTURES AVOIR DE VENTES DE PRODUIT PETROLIER 2009,"FACTURATION, VENTE , PRODUIT PETROLIER, SONABEL",(FACTURE AVOIR),2009 45 PIECES PASSAGE GED : OUI SORT FINAL : CONSERVATION
0603/SV,FACTURES DE VENTE DE PRODUIT PETROLIER SUBVENTION SONABEL 2009,"FACTURATION, VENTE , PRODUIT PETROLIER, SONABEL",(FACTURE ),2009 11 PIECES PASSAGE GED : OUI SORT FINAL : CONSERVATION
0604/SV,ETAT DES DROITURES SONABEL 2008,"FACTURATION, VENTE , PRODUIT PETROLIER, SONABEL",(ETAT ),2008 07 PIECES PASSAGE GED : NON SORT FINAL : DESTRUCTION
0605/SV,"VENTE DE PRODUITS PETROLIERS : COMPOSITION  DES ""STRUCTURES DE PRIX : ARRETES DE 2000 A 2009 ;"" REFERENCES DES DOSSIERS DE STRUCTURES DE PRIX CONSERVES PAR LE SERVICE VENTES ET MARKETING","STRUCTURE DE PRIX, VENTE, PRODUIT PETROLIER","(ARRETE, LISTE DE REFERENCE)", BASE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0168/SA,ACHAT DE PRODUITS PETROLIERS : TRIGON : GAZOIL 2007,"TRIGON, GAZOIL,  ACHAT","(FACTURE, CORRESPONDANCE)",2007 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0169/SA,ACHAT DE PRODUITS PETROLIERS : TRIGON : LPG 2007,"TRIGON, LPG, ACHAT","(FACTURE, CORRESPONDANCE)",2007 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0170/SA,ACHAT DE PRODUITS PETROLIERS : TRIGON : JET A1 2007,"TRIGON, JET A1 ,  ACHAT","(FACTURE, CORRESPONDANCE)",2007 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0171/SA,ACHAT DE PRODUITS PETROLIERS : TRIGON : DDO 2007,"TRIGON, DDO,  ACHAT","(FACTURE, CORRESPONDANCE)",2007 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0172/SA,ACHAT DE PRODUITS PETROLIERS : TRIGON : GAZ BUTANE 2008,"TRIGON, GAZ BUTANE, ACHAT",(FACTURE),2007 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0173/SA,ACHAT DE PRODUITS PETROLIERS : TRIGON : GAZOIL 2008,"TRIGON, GAZOIL, ACHAT","(FACTURE, CORRESPONDANCE)",2008 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0174/SA,ACHAT DE PRODUITS PETROLIERS: TRIGON: BOLGATANGA 2008,"TRIGON, BOLGATANGA , GAZOIL,  ACHAT","(FACTURE, CORRESPONDANCE, PLATT)",2008 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0175/SA,ACHAT DE PRODUITS PETROLIERS : TRIGON : SUPER 91 2008,"TRIGON, SUPER 91 , ACHAT","(FACTURE, CORRESPONDANCE)",2008 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0176/SA,"ACHAT DE PRODUITS PETROLIERS : TRIGON : PROCES VERBAL DE REUNION RELATIVE A L'OFFRE DE 10 000 TM DE SUPER ET 10 000 TM DE GAZOIL DE LA SIR ET 7,7 KT DE SUPER DE MERCUCIA","SUPER 91, TRIGON, ACHAT, MERCURIA , GAZOIL",(PROCES VERBAL),2013 PASSAGE GED : DOCUCOM SORT FINAL : CONSERVATION DEFINITIVE
0177/SA,ACHATS DE PRODUITS PETROLIERS: ETATS DES STOCKS DEPOTS COTIERS 2004,"STOCK, PRODUIT PETROLIER, DEPOT COTIER",(ETAT DE STOCK),2004 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0178/SA,ACHATS DE PRODUITS PETROLIERS:ETATS DES STOCKS DEPOTS COTIERS 2004,"STOCK, PRODUIT PETROLIER, DEPOT COTIER",(ETAT DES STOCK),2004 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0179/SA,ACHATS DE PRODUITS PETROLIERS:ETATS DES STOCKS DEPOTS COTIERS 2006,"STOCK, PRODUIT PETROLIER, DEPOT COTIER",(ETAT DES STOCK),2006 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0180/SA,ACHATS DE PRODUITS PETROLIERS: ETATS DES STOCKS DEPOTS COTIERS,"STOCK, PRODUIT PETROLIER, DEPOT COTIER",(ETAT DE STOCK),2007 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0181/SA,ACHATS DE PRODUITS PETROLIERS:ETATS DES STOCKS DEPOT COTIERS 2008,"STOCK, PRODUIT PETROLIER, DEPOT COTIER",(ETAT DE STOCK ),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0182/SA,ACHATS DE PRODUITS PETROLIERS: ETATS DES STOCKS DEPOTS COTIERS,"STOCK, PRODUIT PETROLIER, DEPOT COTIER",(ETAT DE STOCK),2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0183/SA,ACHATS DE PRODUITS PETROLIERS : APPEL OFFRE 01/07 STASCO 2007,"APPROVISIONNEMENT, PRODUIT PETROLIER, STASCO","(OFFRE, CORRESPONDANCE, FACTURE)",2007 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0184/SA,ACHATS DE PRODUITS PETROLIERS:APPEL OFFRE 02/07 STASCO 2007,"APPROVISIONNEMENT, STASCO, PRODUIT PETROLIER","(OFFRE, CORRESPONDANCE, FACTURE)",2007 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0185/SA,ACHATS DES PRODUITS PETROLIERS:APPLE OFFRE 03/07 PRIDE PETROLEUM 2007,"APPROVIONNEMENT, PRODUIT PETROLIER, PRIDE PETROLEUM","(CORRESPONDANCE, OFFRE, FACTURE)",2007 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0186/SA,ACHATS DE PRODUIT PETRILIER: APPEL OFFRE 01/08 LASH CONSULT 2008,"APPROVISIONNEMENT, LASH CONSULT, PRODUIT PETROLIER","(CORRESPONDANCE, OFFRE, CONTRAT, FACTURE)",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0187/SA,"ACHAT DE PRODUIT PETROLIER: APPLE OFFRE 02/08 POLYGONE, OVLAS 2008","APPROVIONNEMENT, OVLAS, POLYGONE, PRODUIT PETROLIER","(FACTURE, CONTRAT, OFFRE, CORRESPONDANCE)",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0188/SA,"ACHAT DE PRODUIT PETROLIER: APPEL OFFRE 03/08 ADDAX, POLYGONE, OCTOGONE 2008","APPROVISIONNEMENT, ADDAX, POLYGONE, OCTOGONE , PRODUIT PETROLIER","(OFFRE, CORRESPONDANCE, FACTURE, CONTRAT, COMPTE RENDU)",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0189/SA,"ACHATS DE PRODUIT PETROLIER: APPEL OFFR 04/08 CHADECO, OCTOGONE, TRAFIGURA","APPROVIONNEMENT, OCTOGONE, TRAFIGURA, CHADECO, PRODUIT PETROLIER","(OFFRE, CORRESPONDANCE, CONTRAT, COMPTE RENDU DE DEPOUILLEMENT)",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0190/SA,ACHAT DE PRODUIT PETROLIER: APPEL OFFRE 05/08 OCTOGONE 2008,"APPROVISIONNEMENT, OCTOGON, PRODUIT PETROLIER","(OFFRE, CORRESPONDANCE )",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0191/SA,ACHAT DE PRODUIT PETROLIER: APPEL OFFRE 06/08 OCTOGONE 2008,"APPROVIONNEMENT, OCTOGONE, PRODUIT PETROLIER","(CONTRAT, OFFRE, FACTURE, CORRESPONDANCE )",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0192/SA,"ACHAT DE PRODUIT PETROLIER:APPEL OFFRE 01/09 STASCO, OCTOGONE, OVLAS 2009","APPROVIONNEMENT, OVLAS, STASCO, OCTOGONE, PRODUIT PETROLIER","(OFFRE, FACTURE, CORRESPONDANCE, FICHE TECHNIQUE )",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0193/SA,"ACHAT DE PRODUIT PETROLIER: APPEL OFFRE 02/09 OVLAS, SONACOP, OCTOGONE 2009","APPROVIONNEMENT, OVLAS, SONACOP, PRODUIT PETROLIER, OCTOGONE","(CONTRAT, FACTURE, CORRESPONDANCE)",2009 SORT FINAL : CONSERVATION DEFINITIVE
0194/SA,ACHAT DE PRODUIT PETROLIER: APPEL OFFRE 02/09 TRAFIGURA 2009,"APPROVIONNEMENT, PRODUIT PETROLIER, TRAFIGURA","(FACTURE, CONTRAT, CORRESPONDANCE)",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0195/SA,"ACHAT DE PRODUIT PETROLIER: APPEL OFFRE 03/09 OVLAS, STSL, ORYX, SEGEN, OCTOGONE, TRAFIGURA, SONACOP, STASCO,","APPROVIONNEMENT, PRODUIT PETROLIER, OVLAS, STSL, ORYX, SEGEN, OCTOGONE, TRAFIGURA, SONACOP, STASCO","(FACTURE, CORESPONDANCE, CONTRAT)",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0196/SA,ACHAT DE PRODUIT PETROLIER: APPLE OFFRE 01/08 TRAFIGURA,"APPROVIONNEMENT, TRAFIGURA, PRODUIT PETROLIER","(ETAT DE STOCK, FICHE TECHNIQUE , CONTRAT, CORRESPONDANCE, FACTURE)",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0197/SA,ACHATS DE PRODUIT PETROLIER: CONSULTATION RESTREINTE 02/08,"APPROVIONNEMENT, TRAFIGURA, PRODUIT PETROLIER","(CONTRAT, FICHE TECHNIQUE, COMPTE RENDU, OFFRE, CORRESPONDANCE)",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0198/SA,ACHATS DE PRODUIT PETROLIER:CONSULTATION RESTREINTE 01/09 TRAFIGURA,"APPROVIONNEMENT, PRODUIT PETROLIER, TRAFIGURA","(CONTRAT, OFFRE, CORRESPONDANCE, FICHE TECHNIQUE, ETAT DE STOCK)",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0199/SA,ACHAT DE PRODUIT PETROLIER: CONSULTATION RESTREINTE 02/09 ORYX,"APPROVIONNEMENT, PRODUIT PETROLIER, ORYX","(ETAT DE STOCK, OFFRE, FICHE TECHNIQUE, CORRESPONDANCE, COMPTE RENDU)",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0200/SA,ACHATS DE PRODUIT PETROLIER:CONSULTATION RESTREINTE 03/09 TRAFIGURA,"APPROVIONNEMENT, TRAFIGURA, PRODUIT PETROLIER","(OFFRE, CORRESPONDANCE, COMPTE RENDU, CONTRAT)",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0201/SA,ACHAT DE PRODUIT PETROLIER:CONTRAT A TERME 01/07 ADDAX,"APPROVIONNEMENT, ADDAX, PRODUIT PETROLIER","(FACTURE, CORRESPONDANCE, CONTRAT)",2007 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0202/SA,ACHATS DE PRODUIT PETROLIER: CONTRAT A TERME 02/07 ADDAX 2007,"APPROVIONNEMENT, ADDAX, PRODUIT PETROLIER","(CONTRAT, CORRESPONDANCE )",2007 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0203/SA,ACHATS DE PRODUIT PETROLIER:CONTRAT A TERME 01/08/ ADDAX 2008,"APPROVIONNEMENT, PRODUIT PETROLIER, ADDAX","(CORRESPONDANCE, CONTRAT)",2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0204/SA,ACHAT DE PRODUIT PETROLIER:CONTRAT A TERME 02/09 ADDAX 2008,"APPROVIONNEMENT, ADDAX, PRODUIT PETROLIER",(CONTRAT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0205/SA,ACHATS DE PRODUIT PETROLIER:CONTRAT A TERME 03/08 ADDAX 2008,"APPROVIONNEMENT, ADDAX, PRODUIT PETROLIER",(CONTRAT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0206/SA,ACHATS DE PRODUITS PETROLIERS: CONTRAT A TERME 04/08 ADDAX 2008,"APPROVISIONNEMENT, ADDAX, PRODUIT PETROLIER",(CORRESPONDANCE ),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0207/SA,ACHAT DE PRODUIT PETROLIER: CONTRAT A TERME 01/09 ADDAX 2009,"APPROVIONNEMENT, ADDAX, PRODUIT PETROLIER",(CORRESPONDANCE),2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0208/SA,"ACHATS DE PRODUIT PETROLIER:CONTRAT A TERME OCTOGONE, SONACOP","APPROVIONNEMENT, OCTOGONE, SONACOP, PRODUIT PETROLIER","(CORRESPONDANCE,  CONTRAT, FACTURE)",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0209/SA,ACHAT DE PRODUIT PETROLIER: CONTRAT A TERME TRIGON 2009,"APPROVIONNEMENT, PRODUIT PETROLIER, TRIGON","(APPROVIONNEMENT, PRODUIT PETROLIER, TRIGON )",2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0210/SA,"ACHAT DE PRODUIT PETROLIER: ANNUAIRES STATISTIQUE DE LA DIRECTION DE BOBO 1998, 2001 2002","STATISTIQUE, ACHAT, PRODUIT PETROLIER, VENTE, DEPOT DE BOBO",(ANNUAIRE),"1998,2001-2002 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE"
0211/SA,"ACHAT DE PRODUIT PETROLIER: ANNUAIRES STATISTIQUE DE LA DIRECTION DE BOBO 2003, 2004, 2005","STATISTIQUE, ACHAT, PRODUIT PETROLIER, VENTE, DEPOT DE BOBO ET BINGO",(ANNUAIRE),2003-2005 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0606/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT FEVRIER 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0607/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT MARS 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0608/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT AVRIL 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0609/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT MAI 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0610/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT JUIN 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0612/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT AOUT 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0613/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT SEPTEMBRE 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0614/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT OCTOBRE 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0615/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT NOVEMBRE 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0616/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT DECEMBRE 2008,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0617/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT JANVIER 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0618/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT FEVRIER 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0619/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT MARS 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0620/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT AVRIL 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0621/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT MAI 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0622/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT JUIN 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0623/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT JUILLET 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0624/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT AOUT 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0625/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT SEPTEMBRE 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0626/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT NOVEMBRE 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2008 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0627/SV,VENTE DE PRODUIT PETROLIER: NOTE DE DEBIT DECEMBRE 2009,"VENTE, PRODUIT PETROLIER, FACTURATION",(NOTE DE DEBIT),2009 PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0628/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES JANVIER 2008,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2008 PASSAGE GED : OUI BASE GED : DOCUTEC SORT FINAL : DESTRUCTION
0629/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES MARS 2008,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2008 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0630/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES JANVIER 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0631/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES FEVRIER 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0632/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES MARS 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0633/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES AVRIL 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0634/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES MAI 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0635/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES JUIN 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0636/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES JUILLET 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0637/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES AOUT 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0638/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES SEPTEMBRE 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0639/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES OCTOBRE 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0640/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES NOVEMBRE 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0641/SV,VENTE DE PRODUIT PETROLIER: ETAT RECAPITULATIF DE MOUVEMENT DE BOUTEILLES DECEMBRE 2009,"VENTE, PRODUIT PETROLIER, BOUTEILLE DE GAZ, MOUVEMENT, FACTURATION","(ETAT RECAPITULATIF, FICHE DE SORTIE, BON DE RECEPTION)",2009 10ANS PASSAGE GED : OUI BASE GED : DOCUTECH SORT FINAL : DESTRUCTION
0642/SV,VENTE DE PRODUIT PETROLIER: DOTATION DU PERSONNEL EN GAZ 2005,"VENTE, GAZ BUTANE, DOTATION, PERSONNEL, SONABHY, FACTURATION","(BULLETIN D'ENTRETIEN, RECU DE CAISSE, BON D'ENLEVEMENT)",2005 10ANS PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0643/SV,VENTE DE PRODUIT PETROLIER: DOTATION DU PERSONNEL EN GAZ 2006,"VENTE, GAZ BUTANE, DOTATION, PERSONNEL, SONABHY, FACTURATION","(BULLETIN D'ENTRETIEN, RECU DE CAISSE, BON D'ENLEVEMENT)",2006 10ANS PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0644/SV,VENTE DE PRODUIT PETROLIER: DOTATION DU PERSONNEL EN GAZ 2007,"VENTE, GAZ BUTANE, DOTATION, PERSONNEL, SONABHY, FACTURATION","(BULLETIN D'ENTRETIEN, RECU DE CAISSE, BON D'ENLEVEMENT)",2007 10ANS PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0645/SV,VENTE DE PRODUIT PETROLIER: DOTATION DU PERSONNEL EN GAZ 2007,"VENTE, GAZ BUTANE, DOTATION, PERSONNEL, SONABHY, FACTURATION","(BULLETIN D'ENTRETIEN, RECU DE CAISSE, BON D'ENLEVEMENT)",2007 10ANS PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
0646/SV,VENTE DE PRODUIT PETROLIER: DOTATION DU PERSONNEL EN GAZ 2008,"VENTE, GAZ BUTANE, DOTATION, PERSONNEL, SONABHY, FACTURATION","(BULLETIN D'ENTRETIEN, RECU DE CAISSE, BON D'ENLEVEMENT)",2008 10ANS PASSAGE GED : NON SORT FINAL : CONSERVATION DEFINITIVE
